Pattern,Purchaser_PGVCL,Purchaser_UGVCL,DSMGEN_PGVCL,DSMGEN_UGVCL
"M1,D22,H20",720.5,1355,1879.5,745
"M1,D22,H21",1005.5,1470,1594.5,630
"M1,D22,H22",1052,1542.5,1548,557.5
"M1,D22,H23",1226,1675,1374,425
"M1,D22,H24",1226,1745,1374,355
"M1,D23,H1",1790.5,2007.5,809.5,92.5
"M1,D23,H2",2095.5,1982.5,504.5,117.5
"M1,D23,H3",2095.5,1982.5,504.5,117.5
"M1,D23,H4",1985,1982.5,615,117.5
"M1,D23,H5",1878,1625,722,475
"M1,D23,H6",2040,1632.5,560,467.5
"M1,D23,H7",1927.5,1725,672.5,375
"M1,D23,H8",1927.5,1660,672.5,440
"M1,D23,H9",1555.5,1810,1044.5,290
"M1,D23,H10",1250.5,1365,1349.5,735
"M1,D23,H11",1494.5,1365,1105.5,735
"M1,D23,H12",1494.5,1365,1105.5,735
"M1,D23,H13",1316.5,1607.5,1283.5,492.5
"M1,D23,H14",1108,1527.5,1492,572.5
"M1,D23,H15",1046.5,1302.5,1553.5,797.5
"M1,D23,H16",1046.5,1297.5,1553.5,802.5
"M1,D23,H17",854,1400,1746,700
"M1,D23,H18",854,1355,1746,745
"M1,D23,H19",610,1355,1990,745
"M1,D23,H20",720.5,1355,1879.5,745
"M1,D23,H21",1005.5,1470,1594.5,630
"M1,D23,H22",1052,1542.5,1548,557.5
"M1,D23,H23",1226,1675,1374,425
"M1,D23,H24",1226,1745,1374,355
"M1,D24,H1",1790.5,2007.5,809.5,92.5
"M1,D24,H2",2095.5,1982.5,504.5,117.5
"M1,D24,H3",2095.5,1982.5,504.5,117.5
"M1,D24,H4",1985,1982.5,615,117.5
"M1,D24,H5",1878,1625,722,475
"M1,D24,H6",2040,1632.5,560,467.5
"M1,D24,H7",1927.5,1725,672.5,375
"M1,D24,H8",1927.5,1660,672.5,440
"M1,D24,H9",1555.5,1810,1044.5,290
"M1,D24,H10",1250.5,1365,1349.5,735
"M1,D24,H11",1494.5,1365,1105.5,735
"M1,D24,H12",1494.5,1365,1105.5,735
"M1,D24,H13",1316.5,1607.5,1283.5,492.5
"M1,D24,H14",1108,1527.5,1492,572.5
"M1,D24,H15",1046.5,1302.5,1553.5,797.5
"M1,D24,H16",1046.5,1297.5,1553.5,802.5
"M1,D24,H17",854,1400,1746,700
"M1,D24,H18",854,1355,1746,745
"M1,D24,H19",610,1355,1990,745
"M1,D24,H20",720.5,1355,1879.5,745
"M1,D24,H21",1005.5,1470,1594.5,630
"M1,D24,H22",1052,1542.5,1548,557.5
"M1,D24,H23",1226,1675,1374,425
"M1,D24,H24",1226,1745,1374,355
"M1,D25,H1",1790.5,2007.5,809.5,92.5
"M1,D25,H2",2095.5,1982.5,504.5,117.5
"M1,D25,H3",2095.5,1982.5,504.5,117.5
"M1,D25,H4",1985,1982.5,615,117.5
"M1,D25,H5",1878,1625,722,475
"M1,D25,H6",2040,1632.5,560,467.5
"M1,D25,H7",1927.5,1725,672.5,375
"M1,D25,H8",1927.5,1660,672.5,440
"M1,D25,H9",1555.5,1810,1044.5,290
"M1,D25,H10",1250.5,1365,1349.5,735
"M1,D25,H11",1494.5,1365,1105.5,735
"M1,D25,H12",1494.5,1365,1105.5,735
"M1,D25,H13",1316.5,1607.5,1283.5,492.5
"M1,D25,H14",1108,1527.5,1492,572.5
"M1,D25,H15",1046.5,1302.5,1553.5,797.5
"M1,D25,H16",1046.5,1297.5,1553.5,802.5
"M1,D25,H17",854,1400,1746,700
"M1,D25,H18",854,1355,1746,745
"M1,D25,H19",610,1355,1990,745
"M1,D25,H20",720.5,1355,1879.5,745
"M1,D25,H21",1005.5,1470,1594.5,630
"M1,D25,H22",1052,1542.5,1548,557.5
"M1,D25,H23",1226,1675,1374,425
"M1,D25,H24",1226,1745,1374,355
"M1,D26,H1",1790.5,2007.5,809.5,92.5
"M1,D26,H2",2095.5,1982.5,504.5,117.5
"M1,D26,H3",2095.5,1982.5,504.5,117.5
"M1,D26,H4",1985,1982.5,615,117.5
"M1,D26,H5",1878,1625,722,475
"M1,D26,H6",2040,1632.5,560,467.5
"M1,D26,H7",1927.5,1725,672.5,375
"M1,D26,H8",1927.5,1660,672.5,440
"M1,D26,H9",1555.5,1810,1044.5,290
"M1,D26,H10",1250.5,1365,1349.5,735
"M1,D26,H11",1494.5,1365,1105.5,735
"M1,D26,H12",1494.5,1365,1105.5,735
"M1,D26,H13",1316.5,1607.5,1283.5,492.5
"M1,D26,H14",1108,1527.5,1492,572.5
"M1,D26,H15",1046.5,1302.5,1553.5,797.5
"M1,D26,H16",1046.5,1297.5,1553.5,802.5
"M1,D26,H17",854,1400,1746,700
"M1,D26,H18",854,1355,1746,745
"M1,D26,H19",610,1355,1990,745
"M1,D26,H20",720.5,1355,1879.5,745
"M1,D26,H21",1005.5,1470,1594.5,630
"M1,D26,H22",1052,1542.5,1548,557.5
"M1,D26,H23",1226,1675,1374,425
"M1,D26,H24",1226,1745,1374,355
"M1,D27,H1",1790.5,2007.5,809.5,92.5
"M1,D27,H2",2095.5,1982.5,504.5,117.5
"M1,D27,H3",2095.5,1982.5,504.5,117.5
"M1,D27,H4",1985,1982.5,615,117.5
"M1,D27,H5",1878,1625,722,475
"M1,D27,H6",2040,1632.5,560,467.5
"M1,D27,H7",1927.5,1725,672.5,375
"M1,D27,H8",1927.5,1660,672.5,440
"M1,D27,H9",1555.5,1810,1044.5,290
"M1,D27,H10",1250.5,1365,1349.5,735
"M1,D27,H11",1494.5,1365,1105.5,735
"M1,D27,H12",1494.5,1365,1105.5,735
"M1,D27,H13",1316.5,1607.5,1283.5,492.5
"M1,D27,H14",1108,1527.5,1492,572.5
"M1,D27,H15",1046.5,1302.5,1553.5,797.5
"M1,D27,H16",1046.5,1297.5,1553.5,802.5
"M1,D27,H17",854,1400,1746,700
"M1,D27,H18",854,1355,1746,745
"M1,D27,H19",610,1355,1990,745
"M1,D27,H20",720.5,1355,1879.5,745
"M1,D27,H21",1005.5,1470,1594.5,630
"M1,D27,H22",1052,1542.5,1548,557.5
"M1,D27,H23",1226,1675,1374,425
"M1,D27,H24",1226,1745,1374,355
"M1,D28,H1",1790.5,2007.5,809.5,92.5
"M1,D28,H2",2095.5,1982.5,504.5,117.5
"M1,D28,H3",2095.5,1982.5,504.5,117.5
"M1,D28,H4",1985,1982.5,615,117.5
"M1,D28,H5",1878,1625,722,475
"M1,D28,H6",2040,1632.5,560,467.5
"M1,D28,H7",1927.5,1725,672.5,375
"M1,D28,H8",1927.5,1660,672.5,440
"M1,D28,H9",1555.5,1810,1044.5,290
"M1,D28,H10",1250.5,1365,1349.5,735
"M1,D28,H11",1494.5,1365,1105.5,735
"M1,D28,H12",1494.5,1365,1105.5,735
"M1,D28,H13",1316.5,1607.5,1283.5,492.5
"M1,D28,H14",1108,1527.5,1492,572.5
"M1,D28,H15",1046.5,1302.5,1553.5,797.5
"M1,D28,H16",1046.5,1297.5,1553.5,802.5
"M1,D28,H17",854,1400,1746,700
"M1,D28,H18",854,1355,1746,745
"M1,D28,H19",610,1355,1990,745
"M1,D28,H20",720.5,1355,1879.5,745
"M1,D28,H21",1005.5,1470,1594.5,630
"M1,D28,H22",1052,1542.5,1548,557.5
"M1,D28,H23",1226,1675,1374,425
"M1,D28,H24",1226,1745,1374,355
"M1,D29,H1",1790.5,2007.5,809.5,92.5
"M1,D29,H2",2095.5,1982.5,504.5,117.5
"M1,D29,H3",2095.5,1982.5,504.5,117.5
"M1,D29,H4",1985,1982.5,615,117.5
"M1,D29,H5",1878,1625,722,475
"M1,D29,H6",2040,1632.5,560,467.5
"M1,D29,H7",1927.5,1725,672.5,375
"M1,D29,H8",1927.5,1660,672.5,440
"M1,D29,H9",1555.5,1810,1044.5,290
"M1,D29,H10",1250.5,1365,1349.5,735
"M1,D29,H11",1494.5,1365,1105.5,735
"M1,D29,H12",1494.5,1365,1105.5,735
"M1,D29,H13",1316.5,1607.5,1283.5,492.5
"M1,D29,H14",1108,1527.5,1492,572.5
"M1,D29,H15",1046.5,1302.5,1553.5,797.5
"M1,D29,H16",1046.5,1297.5,1553.5,802.5
"M1,D29,H17",854,1400,1746,700
"M1,D29,H18",854,1355,1746,745
"M1,D29,H19",610,1355,1990,745
"M1,D29,H20",720.5,1355,1879.5,745
"M1,D29,H21",1005.5,1470,1594.5,630
"M1,D29,H22",1052,1542.5,1548,557.5
"M1,D29,H23",1226,1675,1374,425
"M1,D29,H24",1226,1745,1374,355
"M1,D30,H1",1790.5,2007.5,809.5,92.5
"M1,D30,H2",2095.5,1982.5,504.5,117.5
"M1,D30,H3",2095.5,1982.5,504.5,117.5
"M1,D30,H4",1985,1982.5,615,117.5
"M1,D30,H5",1878,1625,722,475
"M1,D30,H6",2040,1632.5,560,467.5
"M1,D30,H7",1927.5,1725,672.5,375
"M1,D30,H8",1927.5,1660,672.5,440
"M1,D30,H9",1555.5,1810,1044.5,290
"M1,D30,H10",1250.5,1365,1349.5,735
"M1,D30,H11",1494.5,1365,1105.5,735
"M1,D30,H12",1494.5,1365,1105.5,735
"M1,D30,H13",1316.5,1607.5,1283.5,492.5
"M1,D30,H14",1108,1527.5,1492,572.5
"M1,D30,H15",1046.5,1302.5,1553.5,797.5
"M1,D30,H16",1046.5,1297.5,1553.5,802.5
"M1,D30,H17",854,1400,1746,700
"M1,D30,H18",854,1355,1746,745
"M1,D30,H19",610,1355,1990,745
"M1,D30,H20",720.5,1355,1879.5,745
"M1,D30,H21",1005.5,1470,1594.5,630
"M1,D30,H22",1052,1542.5,1548,557.5
"M1,D30,H23",1226,1675,1374,425
"M1,D30,H24",1226,1745,1374,355
"M1,D31,H1",1790.5,2007.5,809.5,92.5
"M1,D31,H2",2095.5,1982.5,504.5,117.5
"M1,D31,H3",2095.5,1982.5,504.5,117.5
"M1,D31,H4",1985,1982.5,615,117.5
"M1,D31,H5",1878,1625,722,475
"M1,D31,H6",2040,1632.5,560,467.5
"M1,D31,H7",1927.5,1725,672.5,375
"M1,D31,H8",1927.5,1660,672.5,440
"M1,D31,H9",1555.5,1810,1044.5,290
"M1,D31,H10",1250.5,1365,1349.5,735
"M1,D31,H11",1494.5,1365,1105.5,735
"M1,D31,H12",1494.5,1365,1105.5,735
"M1,D31,H13",1316.5,1607.5,1283.5,492.5
"M1,D31,H14",1108,1527.5,1492,572.5
"M1,D31,H15",1046.5,1302.5,1553.5,797.5
"M1,D31,H16",1046.5,1297.5,1553.5,802.5
"M1,D31,H17",854,1400,1746,700
"M1,D31,H18",854,1355,1746,745
"M1,D31,H19",610,1355,1990,745
"M1,D31,H20",720.5,1355,1879.5,745
"M1,D31,H21",1005.5,1470,1594.5,630
"M1,D31,H22",1052,1542.5,1548,557.5
"M1,D31,H23",1226,1675,1374,425
"M1,D31,H24",1226,1745,1374,355
"M2,D1,H1",1882.875,1997.5,717.125,102.5
"M2,D1,H2",2199.875,1978.75,400.125,121.25
"M2,D1,H3",2167.625,1978.75,432.375,121.25
"M2,D1,H4",2084.75,1968.75,515.25,131.25
"M2,D1,H5",1937.75,1650.625,662.25,449.375
"M2,D1,H6",2089.375,1667.5,510.625,432.5
"M2,D1,H7",1953.875,1748.75,646.125,351.25
"M2,D1,H8",1953.875,1673.75,646.125,426.25
"M2,D1,H9",1589.75,1830,1010.25,270
"M2,D1,H10",1272.75,1380,1327.25,720
"M2,D1,H11",1498.5,1380,1101.5,720
"M2,D1,H12",1537.5,1380,1062.5,720
"M2,D1,H13",1358.875,1608.125,1241.125,491.875
"M2,D1,H14",1159.25,1522.5,1440.75,577.5
"M2,D1,H15",1101.25,1295.625,1498.75,804.375
"M2,D1,H16",1101.25,1283.75,1498.75,816.25
"M2,D1,H17",877.5,1371.875,1722.5,728.125
"M2,D1,H18",877.5,1325.625,1722.5,774.375
"M2,D1,H19",651.75,1325.625,1948.25,774.375
"M2,D1,H20",727.875,1335.625,1872.125,764.375
"M2,D1,H21",1053.5,1425.625,1546.5,674.375
"M2,D1,H22",1101.5,1494.375,1498.5,605.625
"M2,D1,H23",1295,1640,1305,460
"M2,D1,H24",1295,1726.875,1305,373.125
"M2,D2,H1",1882.875,1997.5,717.125,102.5
"M2,D2,H2",2199.875,1978.75,400.125,121.25
"M2,D2,H3",2167.625,1978.75,432.375,121.25
"M2,D2,H4",2084.75,1968.75,515.25,131.25
"M2,D2,H5",1937.75,1650.625,662.25,449.375
"M2,D2,H6",2089.375,1667.5,510.625,432.5
"M2,D2,H7",1953.875,1748.75,646.125,351.25
"M2,D2,H8",1953.875,1673.75,646.125,426.25
"M2,D2,H9",1589.75,1830,1010.25,270
"M2,D2,H10",1272.75,1380,1327.25,720
"M2,D2,H11",1498.5,1380,1101.5,720
"M2,D2,H12",1537.5,1380,1062.5,720
"M2,D2,H13",1358.875,1608.125,1241.125,491.875
"M2,D2,H14",1159.25,1522.5,1440.75,577.5
"M2,D2,H15",1101.25,1295.625,1498.75,804.375
"M2,D2,H16",1101.25,1283.75,1498.75,816.25
"M2,D2,H17",877.5,1371.875,1722.5,728.125
"M2,D2,H18",877.5,1325.625,1722.5,774.375
"M2,D2,H19",651.75,1325.625,1948.25,774.375
"M2,D2,H20",727.875,1335.625,1872.125,764.375
"M2,D2,H21",1053.5,1425.625,1546.5,674.375
"M2,D2,H22",1101.5,1494.375,1498.5,605.625
"M2,D2,H23",1295,1640,1305,460
"M2,D2,H24",1295,1726.875,1305,373.125
"M2,D3,H1",1882.875,1997.5,717.125,102.5
"M2,D3,H2",2199.875,1978.75,400.125,121.25
"M2,D3,H3",2167.625,1978.75,432.375,121.25
"M2,D3,H4",2084.75,1968.75,515.25,131.25
"M2,D3,H5",1937.75,1650.625,662.25,449.375
"M2,D3,H6",2089.375,1667.5,510.625,432.5
"M2,D3,H7",1953.875,1748.75,646.125,351.25
"M2,D3,H8",1953.875,1673.75,646.125,426.25
"M2,D3,H9",1589.75,1830,1010.25,270
"M2,D3,H10",1272.75,1380,1327.25,720
"M2,D3,H11",1498.5,1380,1101.5,720
"M2,D3,H12",1537.5,1380,1062.5,720
"M2,D3,H13",1358.875,1608.125,1241.125,491.875
"M2,D3,H14",1159.25,1522.5,1440.75,577.5
"M2,D3,H15",1101.25,1295.625,1498.75,804.375
"M2,D3,H16",1101.25,1283.75,1498.75,816.25
"M2,D3,H17",877.5,1371.875,1722.5,728.125
"M2,D3,H18",877.5,1325.625,1722.5,774.375
"M2,D3,H19",651.75,1325.625,1948.25,774.375
"M2,D3,H20",727.875,1335.625,1872.125,764.375
"M2,D3,H21",1053.5,1425.625,1546.5,674.375
"M2,D3,H22",1101.5,1494.375,1498.5,605.625
"M2,D3,H23",1295,1640,1305,460
"M2,D3,H24",1295,1726.875,1305,373.125
"M2,D4,H1",1882.875,1997.5,717.125,102.5
"M2,D4,H2",2199.875,1978.75,400.125,121.25
"M2,D4,H3",2167.625,1978.75,432.375,121.25
"M2,D4,H4",2084.75,1968.75,515.25,131.25
"M2,D4,H5",1937.75,1650.625,662.25,449.375
"M2,D4,H6",2089.375,1667.5,510.625,432.5
"M2,D4,H7",1953.875,1748.75,646.125,351.25
"M2,D4,H8",1953.875,1673.75,646.125,426.25
"M2,D4,H9",1589.75,1830,1010.25,270
"M2,D4,H10",1272.75,1380,1327.25,720
"M2,D4,H11",1498.5,1380,1101.5,720
"M2,D4,H12",1537.5,1380,1062.5,720
"M2,D4,H13",1358.875,1608.125,1241.125,491.875
"M2,D4,H14",1159.25,1522.5,1440.75,577.5
"M2,D4,H15",1101.25,1295.625,1498.75,804.375
"M2,D4,H16",1101.25,1283.75,1498.75,816.25
"M2,D4,H17",877.5,1371.875,1722.5,728.125
"M2,D4,H18",877.5,1325.625,1722.5,774.375
"M2,D4,H19",651.75,1325.625,1948.25,774.375
"M2,D4,H20",727.875,1335.625,1872.125,764.375
"M2,D4,H21",1053.5,1425.625,1546.5,674.375
"M2,D4,H22",1101.5,1494.375,1498.5,605.625
"M2,D4,H23",1295,1640,1305,460
"M2,D4,H24",1295,1726.875,1305,373.125
"M2,D5,H1",1882.875,1997.5,717.125,102.5
"M2,D5,H2",2199.875,1978.75,400.125,121.25
"M2,D5,H3",2167.625,1978.75,432.375,121.25
"M2,D5,H4",2084.75,1968.75,515.25,131.25
"M2,D5,H5",1937.75,1650.625,662.25,449.375
"M2,D5,H6",2089.375,1667.5,510.625,432.5
"M2,D5,H7",1953.875,1748.75,646.125,351.25
"M2,D5,H8",1953.875,1673.75,646.125,426.25
"M2,D5,H9",1589.75,1830,1010.25,270
"M2,D5,H10",1272.75,1380,1327.25,720
"M2,D5,H11",1498.5,1380,1101.5,720
"M2,D5,H12",1537.5,1380,1062.5,720
"M2,D5,H13",1358.875,1608.125,1241.125,491.875
"M2,D5,H14",1159.25,1522.5,1440.75,577.5
"M2,D5,H15",1101.25,1295.625,1498.75,804.375
"M2,D5,H16",1101.25,1283.75,1498.75,816.25
"M2,D5,H17",877.5,1371.875,1722.5,728.125
"M2,D5,H18",877.5,1325.625,1722.5,774.375
"M2,D5,H19",651.75,1325.625,1948.25,774.375
"M2,D5,H20",727.875,1335.625,1872.125,764.375
"M2,D5,H21",1053.5,1425.625,1546.5,674.375
"M2,D5,H22",1101.5,1494.375,1498.5,605.625
"M2,D5,H23",1295,1640,1305,460
"M2,D5,H24",1295,1726.875,1305,373.125
"M2,D6,H1",1882.875,1997.5,717.125,102.5
"M2,D6,H2",2199.875,1978.75,400.125,121.25
"M2,D6,H3",2167.625,1978.75,432.375,121.25
"M2,D6,H4",2084.75,1968.75,515.25,131.25
"M2,D6,H5",1937.75,1650.625,662.25,449.375
"M2,D6,H6",2089.375,1667.5,510.625,432.5
"M2,D6,H7",1953.875,1748.75,646.125,351.25
"M2,D6,H8",1953.875,1673.75,646.125,426.25
"M2,D6,H9",1589.75,1830,1010.25,270
"M2,D6,H10",1272.75,1380,1327.25,720
"M2,D6,H11",1498.5,1380,1101.5,720
"M2,D6,H12",1537.5,1380,1062.5,720
"M2,D6,H13",1358.875,1608.125,1241.125,491.875
"M2,D6,H14",1159.25,1522.5,1440.75,577.5
"M2,D6,H15",1101.25,1295.625,1498.75,804.375
"M2,D6,H16",1101.25,1283.75,1498.75,816.25
"M2,D6,H17",877.5,1371.875,1722.5,728.125
"M2,D6,H18",877.5,1325.625,1722.5,774.375
"M2,D6,H19",651.75,1325.625,1948.25,774.375
"M2,D6,H20",727.875,1335.625,1872.125,764.375
"M2,D6,H21",1053.5,1425.625,1546.5,674.375
"M2,D6,H22",1101.5,1494.375,1498.5,605.625
"M2,D6,H23",1295,1640,1305,460
"M2,D6,H24",1295,1726.875,1305,373.125
"M2,D7,H1",1882.875,1997.5,717.125,102.5
"M2,D7,H2",2199.875,1978.75,400.125,121.25
"M2,D7,H3",2167.625,1978.75,432.375,121.25
"M2,D7,H4",2084.75,1968.75,515.25,131.25
"M2,D7,H5",1937.75,1650.625,662.25,449.375
"M2,D7,H6",2089.375,1667.5,510.625,432.5
"M2,D7,H7",1953.875,1748.75,646.125,351.25
"M2,D7,H8",1953.875,1673.75,646.125,426.25
"M2,D7,H9",1589.75,1830,1010.25,270
"M2,D7,H10",1272.75,1380,1327.25,720
"M2,D7,H11",1498.5,1380,1101.5,720
"M2,D7,H12",1537.5,1380,1062.5,720
"M2,D7,H13",1358.875,1608.125,1241.125,491.875
"M2,D7,H14",1159.25,1522.5,1440.75,577.5
"M2,D7,H15",1101.25,1295.625,1498.75,804.375
"M2,D7,H16",1101.25,1283.75,1498.75,816.25
"M2,D7,H17",877.5,1371.875,1722.5,728.125
"M2,D7,H18",877.5,1325.625,1722.5,774.375
"M2,D7,H19",651.75,1325.625,1948.25,774.375
"M2,D7,H20",727.875,1335.625,1872.125,764.375
"M2,D7,H21",1053.5,1425.625,1546.5,674.375
"M2,D7,H22",1101.5,1494.375,1498.5,605.625
"M2,D7,H23",1295,1640,1305,460
"M2,D7,H24",1295,1726.875,1305,373.125
"M2,D8,H1",1882.875,1997.5,717.125,102.5
"M2,D8,H2",2199.875,1978.75,400.125,121.25
"M2,D8,H3",2167.625,1978.75,432.375,121.25
"M2,D8,H4",2084.75,1968.75,515.25,131.25
"M2,D8,H5",1937.75,1650.625,662.25,449.375
"M2,D8,H6",2089.375,1667.5,510.625,432.5
"M2,D8,H7",1953.875,1748.75,646.125,351.25
"M2,D8,H8",1953.875,1673.75,646.125,426.25
"M2,D8,H9",1589.75,1830,1010.25,270
"M2,D8,H10",1272.75,1380,1327.25,720
"M2,D8,H11",1498.5,1380,1101.5,720
"M2,D8,H12",1537.5,1380,1062.5,720
"M2,D8,H13",1358.875,1608.125,1241.125,491.875
"M2,D8,H14",1159.25,1522.5,1440.75,577.5
"M2,D8,H15",1101.25,1295.625,1498.75,804.375
"M2,D8,H16",1101.25,1283.75,1498.75,816.25
"M2,D8,H17",877.5,1371.875,1722.5,728.125
"M2,D8,H18",877.5,1325.625,1722.5,774.375
"M2,D8,H19",651.75,1325.625,1948.25,774.375
"M2,D8,H20",727.875,1335.625,1872.125,764.375
"M2,D8,H21",1053.5,1425.625,1546.5,674.375
"M2,D8,H22",1101.5,1494.375,1498.5,605.625
"M2,D8,H23",1295,1640,1305,460
"M2,D8,H24",1295,1726.875,1305,373.125
"M2,D9,H1",1882.875,1997.5,717.125,102.5
"M2,D9,H2",2199.875,1978.75,400.125,121.25
"M2,D9,H3",2167.625,1978.75,432.375,121.25
"M2,D9,H4",2084.75,1968.75,515.25,131.25
"M2,D9,H5",1937.75,1650.625,662.25,449.375
"M2,D9,H6",2089.375,1667.5,510.625,432.5
"M2,D9,H7",1953.875,1748.75,646.125,351.25
"M2,D9,H8",1953.875,1673.75,646.125,426.25
"M2,D9,H9",1589.75,1830,1010.25,270
"M2,D9,H10",1272.75,1380,1327.25,720
"M2,D9,H11",1498.5,1380,1101.5,720
"M2,D9,H12",1537.5,1380,1062.5,720
"M2,D9,H13",1358.875,1608.125,1241.125,491.875
"M2,D9,H14",1159.25,1522.5,1440.75,577.5
"M2,D9,H15",1101.25,1295.625,1498.75,804.375
"M2,D9,H16",1101.25,1283.75,1498.75,816.25
"M2,D9,H17",877.5,1371.875,1722.5,728.125
"M2,D9,H18",877.5,1325.625,1722.5,774.375
"M2,D9,H19",651.75,1325.625,1948.25,774.375
"M2,D9,H20",727.875,1335.625,1872.125,764.375
"M2,D9,H21",1053.5,1425.625,1546.5,674.375
"M2,D9,H22",1101.5,1494.375,1498.5,605.625
"M2,D9,H23",1295,1640,1305,460
"M2,D9,H24",1295,1726.875,1305,373.125
"M2,D10,H1",1882.875,1997.5,717.125,102.5
"M2,D10,H2",2199.875,1978.75,400.125,121.25
"M2,D10,H3",2167.625,1978.75,432.375,121.25
"M2,D10,H4",2084.75,1968.75,515.25,131.25
"M2,D10,H5",1937.75,1650.625,662.25,449.375
"M2,D10,H6",2089.375,1667.5,510.625,432.5
"M2,D10,H7",1953.875,1748.75,646.125,351.25
"M2,D10,H8",1953.875,1673.75,646.125,426.25
"M2,D10,H9",1589.75,1830,1010.25,270
"M2,D10,H10",1272.75,1380,1327.25,720
"M2,D10,H11",1498.5,1380,1101.5,720
"M2,D10,H12",1537.5,1380,1062.5,720
"M2,D10,H13",1358.875,1608.125,1241.125,491.875
"M2,D10,H14",1159.25,1522.5,1440.75,577.5
"M2,D10,H15",1101.25,1295.625,1498.75,804.375
"M2,D10,H16",1101.25,1283.75,1498.75,816.25
"M2,D10,H17",877.5,1371.875,1722.5,728.125
"M2,D10,H18",877.5,1325.625,1722.5,774.375
"M2,D10,H19",651.75,1325.625,1948.25,774.375
"M2,D10,H20",727.875,1335.625,1872.125,764.375
"M2,D10,H21",1053.5,1425.625,1546.5,674.375
"M2,D10,H22",1101.5,1494.375,1498.5,605.625
"M2,D10,H23",1295,1640,1305,460
"M2,D10,H24",1295,1726.875,1305,373.125
"M2,D11,H1",1882.875,1997.5,717.125,102.5
"M2,D11,H2",2199.875,1978.75,400.125,121.25
"M2,D11,H3",2167.625,1978.75,432.375,121.25
"M2,D11,H4",2084.75,1968.75,515.25,131.25
"M2,D11,H5",1937.75,1650.625,662.25,449.375
"M2,D11,H6",2089.375,1667.5,510.625,432.5
"M2,D11,H7",1953.875,1748.75,646.125,351.25
"M2,D11,H8",1953.875,1673.75,646.125,426.25
"M2,D11,H9",1589.75,1830,1010.25,270
"M2,D11,H10",1272.75,1380,1327.25,720
"M2,D11,H11",1498.5,1380,1101.5,720
"M2,D11,H12",1537.5,1380,1062.5,720
"M2,D11,H13",1358.875,1608.125,1241.125,491.875
"M2,D11,H14",1159.25,1522.5,1440.75,577.5
"M2,D11,H15",1101.25,1295.625,1498.75,804.375
"M2,D11,H16",1101.25,1283.75,1498.75,816.25
"M2,D11,H17",877.5,1371.875,1722.5,728.125
"M2,D11,H18",877.5,1325.625,1722.5,774.375
"M2,D11,H19",651.75,1325.625,1948.25,774.375
"M2,D11,H20",727.875,1335.625,1872.125,764.375
"M2,D11,H21",1053.5,1425.625,1546.5,674.375
"M2,D11,H22",1101.5,1494.375,1498.5,605.625
"M2,D11,H23",1295,1640,1305,460
"M2,D11,H24",1295,1726.875,1305,373.125
"M2,D12,H1",1882.875,1997.5,717.125,102.5
"M2,D12,H2",2199.875,1978.75,400.125,121.25
"M2,D12,H3",2167.625,1978.75,432.375,121.25
"M2,D12,H4",2084.75,1968.75,515.25,131.25
"M2,D12,H5",1937.75,1650.625,662.25,449.375
"M2,D12,H6",2089.375,1667.5,510.625,432.5
"M2,D12,H7",1953.875,1748.75,646.125,351.25
"M2,D12,H8",1953.875,1673.75,646.125,426.25
"M2,D12,H9",1589.75,1830,1010.25,270
"M2,D12,H10",1272.75,1380,1327.25,720
"M2,D12,H11",1498.5,1380,1101.5,720
"M2,D12,H12",1537.5,1380,1062.5,720
"M2,D12,H13",1358.875,1608.125,1241.125,491.875
"M2,D12,H14",1159.25,1522.5,1440.75,577.5
"M2,D12,H15",1101.25,1295.625,1498.75,804.375
"M2,D12,H16",1101.25,1283.75,1498.75,816.25
"M2,D12,H17",877.5,1371.875,1722.5,728.125
"M2,D12,H18",877.5,1325.625,1722.5,774.375
"M2,D12,H19",651.75,1325.625,1948.25,774.375
"M2,D12,H20",727.875,1335.625,1872.125,764.375
"M2,D12,H21",1053.5,1425.625,1546.5,674.375
"M2,D12,H22",1101.5,1494.375,1498.5,605.625
"M2,D12,H23",1295,1640,1305,460
"M2,D12,H24",1295,1726.875,1305,373.125
"M2,D13,H1",1882.875,1997.5,717.125,102.5
"M2,D13,H2",2199.875,1978.75,400.125,121.25
"M2,D13,H3",2167.625,1978.75,432.375,121.25
"M2,D13,H4",2084.75,1968.75,515.25,131.25
"M2,D13,H5",1937.75,1650.625,662.25,449.375
"M2,D13,H6",2089.375,1667.5,510.625,432.5
"M2,D13,H7",1953.875,1748.75,646.125,351.25
"M2,D13,H8",1953.875,1673.75,646.125,426.25
"M2,D13,H9",1589.75,1830,1010.25,270
"M2,D13,H10",1272.75,1380,1327.25,720
"M2,D13,H11",1498.5,1380,1101.5,720
"M2,D13,H12",1537.5,1380,1062.5,720
"M2,D13,H13",1358.875,1608.125,1241.125,491.875
"M2,D13,H14",1159.25,1522.5,1440.75,577.5
"M2,D13,H15",1101.25,1295.625,1498.75,804.375
"M2,D13,H16",1101.25,1283.75,1498.75,816.25
"M2,D13,H17",877.5,1371.875,1722.5,728.125
"M2,D13,H18",877.5,1325.625,1722.5,774.375
"M2,D13,H19",651.75,1325.625,1948.25,774.375
"M2,D13,H20",727.875,1335.625,1872.125,764.375
"M2,D13,H21",1053.5,1425.625,1546.5,674.375
"M2,D13,H22",1101.5,1494.375,1498.5,605.625
"M2,D13,H23",1295,1640,1305,460
"M2,D13,H24",1295,1726.875,1305,373.125
