Pattern,Solar_PV_Pump,Solar_PV_Buildings_DGVCL,Solar_PV_Buildings_Kachchh,Solar_PV_Buildings_MGVCL,Solar_PV_Pumps_PGVCL,Solar_PV_Buildings_UGVCL,Solar_PV_Utility_DGVCL,Solar_PV_Utility_Kachchh,Solar_PV_Utility_MGVCL,Solar_PV_Utility_PGVCL,Solar_PV_Utility_UGVCL,Wind_Offshore_Ahmedabad,Wind_Offshore_DGVCL,Wind_Offshore_Kachchh,Wind_Offshore_MGVCL,Wind_Offshore_PGVCL,Wind_Offshore_Surat,Wind_Offshore_UGVCL,Wind_Onshore_Ahmedabad,Wind_Onshore_DGVCL,Wind_Onshore_Kachchh,Wind_Onshore_MGVCL,Wind_Onshore_PGVCL,Wind_Onshore_Surat,Wind_Onshore_UGVCL
"M2,D27,H12",0.71201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916
"M2,D27,H13",0.734829042,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182
"M2,D27,H14",0.698280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398
"M2,D27,H15",0.612151145,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754
"M2,D27,H16",0.491965539,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891
"M2,D27,H17",0.422277774,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922
"M2,D27,H18",0.217266017,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659
"M2,D27,H19",0.008109822,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694
"M2,D27,H20",0,0,0,0,0,0,0,0,0,0,0,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611
"M2,D27,H21",0,0,0,0,0,0,0,0,0,0,0,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984
"M2,D27,H22",0,0,0,0,0,0,0,0,0,0,0,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484
"M2,D27,H23",0,0,0,0,0,0,0,0,0,0,0,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574
"M2,D27,H24",0,0,0,0,0,0,0,0,0,0,0,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221
"M2,D28,H1",0,0,0,0,0,0,0,0,0,0,0,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521,23.88585521
"M2,D28,H2",0,0,0,0,0,0,0,0,0,0,0,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977,24.00915977
"M2,D28,H3",0,0,0,0,0,0,0,0,0,0,0,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445,24.09723445
"M2,D28,H4",0,0,0,0,0,0,0,0,0,0,0,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652,24.92513652
"M2,D28,H5",0,0,0,0,0,0,0,0,0,0,0,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183,24.83706183
"M2,D28,H6",0,0,0,0,0,0,0,0,0,0,0,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917,24.8722917
"M2,D28,H7",2.91034E-05,0.002910338,0.002910338,0.002910338,0.002910338,0.002910338,0.002910338,0.002910338,0.002910338,0.002910338,0.002910338,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864,24.32622864
"M2,D28,H8",0.050141662,5.014166217,5.014166217,5.014166217,5.014166217,5.014166217,5.014166217,5.014166217,5.014166217,5.014166217,5.014166217,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158,22.08913158
"M2,D28,H9",0.219948154,21.99481536,21.99481536,21.99481536,21.99481536,21.99481536,21.99481536,21.99481536,21.99481536,21.99481536,21.99481536,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027,17.92222027
"M2,D28,H10",0.442267558,44.22675584,44.22675584,44.22675584,44.22675584,44.22675584,44.22675584,44.22675584,44.22675584,44.22675584,44.22675584,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065,13.3803065
"M2,D28,H11",0.614591781,61.45917814,61.45917814,61.45917814,61.45917814,61.45917814,61.45917814,61.45917814,61.45917814,61.45917814,61.45917814,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016,12.62991016
"M2,D28,H12",0.71201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,71.201353,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916,12.91174916
"M2,D28,H13",0.734829042,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,73.48290416,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182,12.86771182
"M2,D28,H14",0.698280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,69.8280973,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398,12.96459398
"M2,D28,H15",0.612151145,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,61.21511446,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754,13.36973754
"M2,D28,H16",0.491965539,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,49.19655385,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891,15.80059891
"M2,D28,H17",0.422277774,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,42.22777735,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922,17.12171922
"M2,D28,H18",0.217266017,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,21.72660165,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659,17.86154659
"M2,D28,H19",0.008109822,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,0.810982191,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694,18.4780694
"M2,D28,H20",0,0,0,0,0,0,0,0,0,0,0,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611,18.46632611
"M2,D28,H21",0,0,0,0,0,0,0,0,0,0,0,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984,19.76395984
"M2,D28,H22",0,0,0,0,0,0,0,0,0,0,0,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484,21.17315484
"M2,D28,H23",0,0,0,0,0,0,0,0,0,0,0,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574,21.62233574
"M2,D28,H24",0,0,0,0,0,0,0,0,0,0,0,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221,21.91298221
"M3,D1,H1",0,0,0,0,0,0,0,0,0,0,0,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171
"M3,D1,H2",0,0,0,0,0,0,0,0,0,0,0,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264
"M3,D1,H3",0,0,0,0,0,0,0,0,0,0,0,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137
"M3,D1,H4",0,0,0,0,0,0,0,0,0,0,0,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498
"M3,D1,H5",0,0,0,0,0,0,0,0,0,0,0,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137
"M3,D1,H6",0,0,0,0,0,0,0,0,0,0,0,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796
"M3,D1,H7",0.007569765,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408
"M3,D1,H8",0.101576519,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696
"M3,D1,H9",0.291885173,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387
"M3,D1,H10",0.480834218,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251
"M3,D1,H11",0.62083857,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198
"M3,D1,H12",0.702391414,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232
"M3,D1,H13",0.724160124,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357
"M3,D1,H14",0.692554881,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823
"M3,D1,H15",0.617289487,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138
"M3,D1,H16",0.509825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906
"M3,D1,H17",0.470380377,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559
"M3,D1,H18",0.266055394,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474
"M3,D1,H19",0.021115541,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703
"M3,D1,H20",0,0,0,0,0,0,0,0,0,0,0,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425
"M3,D1,H21",0,0,0,0,0,0,0,0,0,0,0,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896
"M3,D1,H22",0,0,0,0,0,0,0,0,0,0,0,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152
"M3,D1,H23",0,0,0,0,0,0,0,0,0,0,0,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321
"M3,D1,H24",0,0,0,0,0,0,0,0,0,0,0,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702
"M3,D2,H1",0,0,0,0,0,0,0,0,0,0,0,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171
"M3,D2,H2",0,0,0,0,0,0,0,0,0,0,0,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264
"M3,D2,H3",0,0,0,0,0,0,0,0,0,0,0,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137
"M3,D2,H4",0,0,0,0,0,0,0,0,0,0,0,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498
"M3,D2,H5",0,0,0,0,0,0,0,0,0,0,0,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137
"M3,D2,H6",0,0,0,0,0,0,0,0,0,0,0,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796
"M3,D2,H7",0.007569765,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408
"M3,D2,H8",0.101576519,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696
"M3,D2,H9",0.291885173,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387
"M3,D2,H10",0.480834218,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251
"M3,D2,H11",0.62083857,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198
"M3,D2,H12",0.702391414,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232
"M3,D2,H13",0.724160124,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,72.41601241,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357,9.758675357
"M3,D2,H14",0.692554881,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,69.25548807,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823,11.76677823
"M3,D2,H15",0.617289487,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,61.72894868,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138,14.40021138
"M3,D2,H16",0.509825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,50.9825044,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906,16.46115906
"M3,D2,H17",0.470380377,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,47.03803771,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559,18.14338559
"M3,D2,H18",0.266055394,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,26.60553941,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474,19.0417474
"M3,D2,H19",0.021115541,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,2.111554062,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703,19.14743703
"M3,D2,H20",0,0,0,0,0,0,0,0,0,0,0,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425,19.22670425
"M3,D2,H21",0,0,0,0,0,0,0,0,0,0,0,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896,20.01056896
"M3,D2,H22",0,0,0,0,0,0,0,0,0,0,0,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152,20.69755152
"M3,D2,H23",0,0,0,0,0,0,0,0,0,0,0,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321,21.63114321
"M3,D2,H24",0,0,0,0,0,0,0,0,0,0,0,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702,21.96582702
"M3,D3,H1",0,0,0,0,0,0,0,0,0,0,0,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171,22.05390171
"M3,D3,H2",0,0,0,0,0,0,0,0,0,0,0,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264,23.19887264
"M3,D3,H3",0,0,0,0,0,0,0,0,0,0,0,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137
"M3,D3,H4",0,0,0,0,0,0,0,0,0,0,0,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498,24.7049498
"M3,D3,H5",0,0,0,0,0,0,0,0,0,0,0,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137,24.3086137
"M3,D3,H6",0,0,0,0,0,0,0,0,0,0,0,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796,23.11079796
"M3,D3,H7",0.007569765,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,0.756976481,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408,21.38453408
"M3,D3,H8",0.101576519,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,10.15765193,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696,17.95968696
"M3,D3,H9",0.291885173,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,29.18851731,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387,13.46368387
"M3,D3,H10",0.480834218,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,48.08342183,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251,11.26475251
"M3,D3,H11",0.62083857,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,62.08385704,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198,10.70988198
"M3,D3,H12",0.702391414,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,70.23914139,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232,9.793905232
